PATENT_ID	PATENT_CODE
WO2015073746A2	A61K 51/10
WO2015073763A1	C07D 487/04
WO2015073779A1	A61K 31/44
WO2015073797A1	A61K 31/53
WO2015073802A1	A61K 31/496
WO2015073813A2	A61K 38/17
WO2015073828A1	C10G 47/06
WO2015073836A1	A61P 33/06
WO2015073847A1	A61K 49/00
WO2015073864A1	C07C 229/56
WO2015074064A2	A61K 31/4709
WO2015074081A1	A61K 31/53
WO2015074085A1	C07C 271/22
WO2015074123A1	C07D 209/30
WO2015074124A1	C07D 403/06
WO2015074135A1	C07D 487/04
WO2015074138A1	C07D 487/04
WO2015074190A1	C07D 235/20
WO2015074546A1	C07D 417/14
WO2015074986A1	C07D 495/04
WO2015094119A1	C07D 487/04
WO2015094207A1	C07F 9/46
WO2015094443A1	C07D 403/12
WO2015094444A1	A23L 27/30
WO2015094629A1	C08J 3/24
WO2015094635A1	C08G 73/06
WO2015094784A1	A61K 8/41
WO2015094787A1	A61K 8/60
WO2015094788A1	A61K 8/35
WO2015094789A1	A61K 8/34
WO2015094790A1	A61Q 5/04
WO2015094801A1	C07D 495/04
WO2015094803A1	A61K 31/506
WO2015094864A1	A61K 31/136
WO2015094880A1	C09K 8/035
WO2015094894A1	C07D 493/04
WO2015094930A1	C07D 285/15
WO2015094965A1	C07D 307/42
WO2015094970A1	C07D 307/12
WO2015094979A1	C08G 63/695
WO2015094997A1	A61K 31/426
WO2015094998A1	C07D 493/04
WO2015095011A1	C07D 401/14
WO2015095048A1	C07D 495/04
WO2015095052A1	C07D 209/46
WO2015095077A1	A61K 38/00
WO2015095099A1	A61K 31/437
WO2015095102A1	A61K 31/437
WO2015095104A1	A61K 31/547
WO2015095108A1	A61K 31/4402
EP2870879A1	A21D 2/14
EP2871177A1	A61P 5/26
EP2871178A1	C07C 271/12
EP2871183A1	C07D 309/14
EP2871184A1	C07D 491/056
EP2871187A1	C07D 493/12
EP2871192A1	C07D 277/82
EP2871197A1	C08G 59/62
EP2871198A1	C08G 61/02
EP2871199A1	B01J 31/24
EP2871216A1	C08L 101/02
EP2883540A1	A61K 9/70
EP2883698A1	B32B 27/30
EP2883858A1	C07C 41/48
EP2883865A1	C07C 229/14
EP2883866A1	C07C 251/38
EP2883871A1	C07D 307/50
EP2883875A1	C07D 403/14
EP2883878A1	C07F 7/08
EP2883894A1	C08G 12/12
WO2015054793A1	C07D 413/14
WO2015054893A1	G02B 6/44
WO2015075003A1	A61K 31/485
WO2015075023A1	C07D 513/14
WO2015075025A1	C07D 471/04
WO2015075087A1	C07C 67/307
WO2015075165A1	A61K 45/06
WO2015075174A1	C07D 401/14
WO2015075181A1	C09D 5/24
WO2015075200A1	C07F 9/54
WO2015075236A1	A61K 8/58
WO2015075291A1	C07C 35/21
WO2015075475A1	A61K 48/00
WO2015075477A1	C07K 16/30
WO2015075557A2	C12N 15/113
WO2015075598A1	C07D 473/16
WO2015075665A1	C07D 487/04
WO2015075678A1	C07C 209/68
WO2015075693A1	C07J 7/00
WO2015075749A1	C07D 471/04
WO2015076352A1	A61K 31/4178
WO2015095111A1	A61K 31/551
WO2015095124A1	A61K 47/48
WO2015095188A1	C07F 7/00
WO2015095212A1	A61K 47/48
WO2015095223A2	A61K 47/48
WO2015095227A2	A61K 47/48
WO2015095250A1	A61K 31/496
WO2015095257A2	A61K 31/135
WO2015095258A1	C07D 498/04
WO2015095261A1	C07D 471/04
WO2015095301A2	A61K 47/48
WO2015095305A1	C07H 19/11
WO2015095306A1	A01N 37/40
WO2015095339A1	C07J 15/00
WO2015095340A1	C07D 205/04
WO2015095346A1	C07D 319/06
WO2015095399A1	C07H 1/08
WO2015095406A1	A61K 31/23
WO2015095419A1	C07H 19/06
WO2015095430A1	NOT FOUND
WO2015095437A1	A61K 31/70
WO2015095441A1	A61K 31/445
WO2015095442A1	A61K 31/445
WO2015095444A1	C07D 213/72
WO2015095445A1	C07D 213/72
WO2015095446A1	A61K 31/44
WO2015095449A1	A61K 31/075
WO2015095477A1	C07D 487/04
WO2015095492A1	C07D 471/14
WO2015095515A1	A61K 31/4439
WO2015095549A1	A61K 31/50
WO2015095601A1	C07D 487/04
WO2015095624A2	A61K 31/137
WO2015095679A1	A61K 31/506
WO2015095719A1	C07K 14/475
WO2015095755A1	A61K 47/48
WO2015095757A1	A61K 31/00
WO2015095766A2	G01N 33/574
WO2015095767A1	C07D 401/10
WO2015095780A1	C07D 215/38
WO2015095788A1	C07D 265/36
WO2015095792A1	A61K 31/5375
WO2015095795A1	C07D 265/36
WO2015095821A1	A61K 31/4995
WO2015095879A1	C07D 317/12
EP2871955A1	NOT FOUND
EP2871957A1	C07D 487/18
EP2872114A1	A61K 8/64
EP2872115A1	A61K 8/64
EP2872125A2	A61K 31/136
EP2872138A2	A61K 31/4525
EP2872142A1	A61K 31/4709
EP2872143A1	A61K 31/496
EP2872144A1	A61K 31/505
EP2872146A2	A61K 31/65
EP2872147A2	A61K 31/7125
EP2872157A1	A61K 45/06
EP2872159A2	A61K 31/155
EP2883899A1	C08G 64/20
EP2883960A1	C12P 21/02
EP2884275A1	G01N 33/15
WO2015055602A1	C07D 221/04
WO2015055604A1	C07D 221/04
WO2015055690A1	A61K 31/497
WO2015055691A1	A61K 31/497
WO2015055698A1	C07D 413/14
WO2015055706A2	A01N 43/56
WO2015055707A1	A01N 43/56
WO2015055770A1	C07D 405/14
WO2015055771A1	C07D 403/12
WO2015055994A1	C07D 403/12
WO2015056094A2	undefined
WO2015056213A1	C07H 19/06
WO2015056265A1	C07D 261/08
WO2015056270A1	C07D 307/68
WO2015056356A1	C08F 216/06
WO2015076788A1	A61K 31/575
WO2015076800A1	C07D 241/20
WO2015076801A1	C07D 251/18
WO2015077057A1	A61K 31/122
WO2015077061A1	C08K 5/14
WO2015077141A1	C07D 209/70
WO2015077147A1	C07D 209/58
WO2015077154A1	A61K 31/192
WO2015077194A1	C07D 405/12
WO2015077246A1	C07D 471/04
WO2015077264A1	C07D 491/052
WO2015077278A1	A01N 63/20
WO2015077303A1	NOT FOUND
WO2015077354A1	A61K 31/7084
WO2015077360A2	C07D 239/47
WO2015077368A1	C07H 19/11
WO2015077370A1	C07D 405/00
WO2015077375A1	A61K 31/517
WO2015077411A1	A61K 31/05
WO2015077502A1	C07D 471/12
WO2015077503A1	C07D 403/04
WO2015077520A1	C07D 455/06
WO2015077521A1	C07D 455/06
WO2015077530A1	A61K 31/4162
WO2015077535A2	A61K 31/519
WO2015077537A1	A61K 31/437
WO2015077602A1	A61K 38/00
WO2015077605A1	A61K 39/395
WO2015077652A1	A61K 31/426
WO2015077655A1	A61K 31/426
EP2872482A2	A61K 31/167
EP2872483A1	C07C 279/26
EP2872487A1	C07D 217/26
EP2872489A1	C07D 219/04
EP2872490A1	C07D 223/16
EP2872491A2	C07D 239/42
EP2872492A2	C07D 239/42
EP2872493A2	C07D 261/06
EP2872496A1	C08K 5/05
EP2872499A1	C07D 401/12
EP2872501A1	C07D 401/14
EP2872502A1	C07D 403/06
EP2872503A2	C07D 403/14
EP2872505A1	C07D 459/00
EP2872506A1	C07D 471/04
EP2872507A1	C07D 471/04
EP2872509A1	C07D 471/04
EP2872514A1	C07D 487/04
EP2872516A1	C07D 489/08
EP2872518A2	A61P 35/00
EP2872525A2	C07K 5/02
EP2872527A1	C07K 14/365
EP2872530A1	C07K 14/47
EP2872531A1	C07K 14/47
EP2872532A1	C07K 14/47
EP2872583A1	C09J 161/28
EP2872610A1	C11D 3/386
EP2884971A1	A61K 31/122
EP2884972A1	A61K 31/135
EP2884976A2	A61K 31/416
EP2884977A2	NOT FOUND
EP2884979A1	NOT FOUND
EP2884980A1	A61K 31/519
EP2884981A2	NOT FOUND
EP2884982A2	A61K 31/54
EP2884984A2	A61K 31/56
EP2885003A1	A61K 45/06
EP2885006A1	A61K 47/48
EP2885270A1	C07C 217/84
EP2885271A1	C07C 227/20
EP2885275A1	C07D 217/26
EP2885276A1	C07D 231/14
EP2885278A1	C07D 231/22
EP2885279A1	C07D 231/54
EP2885280A1	C07D 233/64
EP2885282A1	C07D 309/30
EP2885283A1	C07D 333/36
EP2885284A1	C07D 401/12
EP2885286A1	C07D 401/14
EP2885287A1	C07D 401/14
EP2885288A1	C07D 401/14
EP2885289A1	C07D 403/06
EP2885290A1	C07D 403/12
EP2885291A1	C07D 403/12
EP2885294A1	C07D 409/12
EP2885297A1	C07D 413/14
EP2885299A1	C07D 471/04
EP2885302A2	C07D 473/04
EP2885304A1	C07D 487/04
EP2885306A1	C07D 513/04
EP2885307A1	C07D 513/04
EP2885311A1	C07H 13/04
EP2885312A1	C07H 1/00
EP2885313A1	NOT FOUND
EP2885314A1	C07K 5/083
EP2885318A1	A61K 47/48
EP2885319A1	C07K 16/18
EP2885321A1	NOT FOUND
EP2885323A1	C08B 37/08
EP2885325A1	C07F 7/18
EP2885354A1	C09C 1/02
EP2885375A1	C09K 8/74
EP2885379A1	C10G 33/04
EP2885387A1	C10M 145/12
EP2885389A1	C10M 157/00
WO2015056741A1	NOT FOUND
WO2015056805A1	A61K 9/00
WO2015057063A1	C12P 21/00
WO2015057064A1	C12P 21/00
WO2015057065A1	A61K 47/48
WO2015057066A1	C12P 21/08
WO2015057200A1	C07D 215/00
WO2015057203A1	C07D 401/14
WO2015057205A1	C07D 401/14
WO2015057206A1	C07D 401/14
WO2015057254A1	A61K 8/19
WO2015057365A2	C07D 307/14
WO2015057414A1	C08G 73/02
WO2015057585A1	A61K 38/02
WO2015057595A2	C07C 41/03
WO2015057599A1	C07C 43/12
WO2015057611A1	C07B 39/00
WO2015057626A1	A01N 43/54
WO2015057629A1	A01N 43/54
WO2015057655A1	C07D 401/04
WO2015057659A1	C07D 413/14
WO2015057694A2	C08L 67/02
WO2015057695A1	C07D 487/14
WO2015057699A2	A61K 47/48
WO2015057736A1	G01N 33/53
WO2015057764A1	A61K 31/726
WO2015057803A1	C07K 17/06
WO2015077753A1	NOT FOUND
WO2015077775A1	A61K 49/18
WO2015077780A1	C07J 71/00
WO2015077866A1	C07D 487/04
WO2015077905A1	C07D 413/12
WO2015078551A1	C08G 81/00
EP2860183A9	NOT FOUND
EP2861204A1	NOT FOUND
EP2861225A1	NOT FOUND
EP2861232A1	A61K 31/519
EP2861254A2	NOT FOUND
EP2861259A1	A61K 47/48
EP2861302A1	A61P 35/04
EP2861530A1	NOT FOUND
EP2861531A1	C01B 31/02
EP2872899A1	G01N 33/68
EP2873416A2	A61K 31/137
EP2873417A1	A61K 31/197
EP2873419A1	A61K 31/52
EP2873422A1	A61K 38/00
EP2873658A1	C07C 251/48
EP2873660A1	C07D 209/42
EP2873661A1	C07D 319/06
EP2873665A1	C07D 401/14
EP2873668A1	C07D 471/04
EP2873669A1	C07D 471/04
EP2873670A1	C07F 7/00
EP2873674A1	C07H 21/04
EP2873677A1	C07K 7/08
EP2873701A1	C08L 101/00
EP2873710A1	C09K 3/00
EP2873730A1	NOT FOUND
EP2873731A1	C12Q 1/68
EP2873732A1	C07H 21/02
EP2885416A1	C12P 19/04
EP2885419A2	C12N 9/12
EP2885453A2	D21C 5/00
EP2886118A1	A61K 9/20
EP2886120A1	A61K 31/517
WO2015001573A1	A61K 31/40
US20150051288A1	A61K 31/17
EP2841578A1	NOT FOUND
US8975290B2	A61K 31/415
EP2653183B1	A61M 15/08
US20150031634A1	A61K 38/08
US8980250B2	A61K 45/06
US20150031636A1	C07K 5/062
EP2837380A1	A61K 9/32
US20150023912A1	A61K 47/48
EP2850207A1	C12Q 1/68
US20150011417A1	C07K 14/72
EP2841109A1	A61K 47/48
WO2015038649A1	A61K 31/52
EP2849762A1	A61K 31/713
US20150045413A1	C12N 15/113
EP2823817A1	A61K 31/192
US8980917B2	A61K 31/47
US20150004257A1	A61K 47/48
US20150006190A9	G16H 70/40
EP2517728B1	A61K 45/06
US20150079086A1	A61K 39/395
EP2846788A1	A61K 31/18
US20150044179A1	A61K 35/12
WO2015042182A1	A01N 63/00
US20150079183A1	A61K 9/28
EP2844291A1	A61K 39/395
US8937050B2	A61K 31/145
EP2831280A1	C12Q 1/68
EP2823044A1	C07K 14/705
EP2851373A1	C07K 16/24
US8992891B2	A61K 31/197
US20150087688A1	A61K 47/48
EP2846777A1	A61K 9/20
US20150024031A1	A61K 31/445
EP2838909A2	C07K 7/04
US20150005227A1	C07K 14/47
US20150080320A1	C12N 15/113
WO2015023836A1	A61K 38/00
EP2268607B1	NOT FOUND
US20150086483A1	A61B 6/00
US20150105410A1	C07D 249/06
US20150105519A1	A61K 47/48
EP2859890A2	A61K 31/17
US8999338B2	A61K 39/395
WO2015054234A1	G01N 33/50
WO2015050581A1	A61K 31/4985
EP2268607B9	C07C 237/10
US20150126568A1	C07D 257/04
US9034355B2	A61K 47/30
US9060937B2	A61K 9/50
US9060981B2	NOT FOUND
US9040035B2	A61K 35/50
US20150164485A1	A61B 10/00
US20150164834A1	A61K 31/192
US20150133378A1	G01N 33/53
US20150133381A1	C12Q 1/68
US20150133507A1	A61K 31/4439
US20150133510A1	C07C 217/58
US20150164979A1	A61K 38/08
US20150118268A1	A61K 33/00
US20150133796A1	A61B 5/00
US9067034B2	A61M 15/00
US20150119329A1	A61K 38/07
EP2698157B1	A61K 31/195
US20150139905A1	A61K 31/704
US9011915B2	A61K 9/14
EP2119441B1	A61K 31/416
EP2236137B1	A61K 31/351
US20150157626A1	A61K 31/485
WO2015058161A1	A61K 35/12
WO2015078804A1	A61K 9/20
WO2015079197A1	A24F 40/50
WO2015079198A1	A61M 11/00
WO2015080433A1	A61K 9/24
EP2862867A2	C07H 21/02
WO2015081226A1	A61L 27/56
US20150148389A1	A61K 31/41
US20150148404A1	C12N 15/113
WO2015061658A1	A61K 48/00
US20150150853A1	A61K 31/4245
US20150150936A1	A61K 38/08
WO2015066535A1	A61K 9/51
WO2015066785A1	A61K 31/41
EP2870246A2	C12N 15/113
WO2015094619A1	A61B 17/03
EP2883546A1	A61K 31/4178
EP2885638A2	G01N 33/52
EP2428202B1	A61K 9/00
US20150182608A1	A61K 39/00
US20150247869A1	G01N 33/68
EP2909314A2	A61K 35/50
WO2015118352A1	C07D 401/04
WO2015143004A1	A61K 47/48
EP2887961A1	A61K 45/06
US20150216941A1	A61K 38/28
US20150216981A1	A61K 47/26
EP2888259A1	C07D 471/04
US20150218523A1	C12N 5/071
WO2015123365A1	A01N 43/90
US20150252074A1	C07K 7/08
EP2913047A1	A61K 9/14
WO2015124763A1	A61K 31/047
EP1809742B1	C12N 9/50
US9138416B2	A61K 9/14
US20150238427A1	A61K 9/20
US20150238465A1	NOT FOUND
WO2015101639A1	A61K 9/00
EP1893159B1	A61K 9/51
US9139646B2	A61K 39/395
EP2471811B1	C07K 14/575
EP2490694B1	C12Q 1/68
US20150224073A1	A61K 31/201
US20150224148A1	A61K 35/50
US20150239853A1	C07D 257/04
US20150239854A1	C07D 257/04
WO2015104310A1	A61K 9/00
WO2015104311A1	A61K 9/00
WO2015104314A1	A61K 38/28
EP2916833A1	A61K 31/352
US20150209332A1	A61K 31/4178
EP2905029A1	A61K 38/00
EP2917365A1	C12Q 1/68
US9144634B2	A61F 2/00
WO2015134464A2	A61K 47/48
US9115072B2	A01N 31/14
US9115398B2	C12Q 1/68
US20150196490A1	A61K 9/16
US20150258053A1	A61K 31/216
US20150258054A1	A61K 31/232
US20150258062A1	A61K 31/404
US20150258176A1	A61K 38/22
US9074257B2	NOT FOUND
EP2898902A1	A61L 15/00
US20150202186A1	A61K 31/4245
US9125803B2	A61K 9/22
EP2902385A1	C07D 257/04
US20150203849A1	C12N 15/113
US20150265628A1	A61K 31/5513
US9107870B2	A61K 38/08
US9107911B2	A61K 38/00
US9107912B2	A61K 31/522
EP2891650A1	C07D 257/04
US20150190376A1	A61K 31/41
US20150190399A1	A61K 31/549
EP2892518A2	A61K 31/185
US20150190475A1	A61K 38/28
WO2015002958A1	B65D 25/14
WO2015029072A2	C08F 220/32
WO2015020905A1	A01C 1/06
EP2448985B1	C08F 236/10
EP2030969B1	C07D 209/54
EP1738687B1	A61B 5/103
EP2833740A2	A23L 33/10
EP2831583A1	G01N 33/66
EP2832811A1	C09J 133/06
EP2834205A1	C04B 24/38
EP2835405A1	C09J 7/22
EP2831146A1	H01B 3/30
EP2499175B1	NOT FOUND
EP2655442B1	C08F 214/22
EP2827835A2	NOT FOUND
EP2825676A1	C12Q 1/68
EP2706843B1	A01N 47/20
EP2821086A1	A61L 24/00
EP2846755A1	A61J 1/14
US20150031785A1	C09J 11/06
US20150030983A1	G03F 7/038
US20150025181A1	C08K 5/526
US20150054195A1	B29C 67/00
US20150056376A1	C09D 167/02
US20150051359A1	B01J 19/18
US20150050477A1	C09J 7/26
US20150071871A1	A61L 27/44
US20150083207A1	H01L 31/048
US20150084230A1	B29C 48/40
US20150076721A1	G02B 1/10
US20150079520A1	G03F 7/004
US20150079385A1	C09J 153/02
US8962726B2	C08F 12/08
US8945815B2	G03F 7/075
US8961807B2	C03C 15/00
US8951775B2	A61K 35/74
US8987449B2	C07D 403/12
US8980432B2	B32B 27/40
WO2015000969A2	undefined
WO2015016369A1	B01J 13/14
WO2015013286A1	A61K 8/63
WO2015014502A1	C08G 63/08
EP2832780A1	C08J 9/00
EP2831252A1	C12P 7/40
EP2828223A1	C04B 41/48
EP2819750A1	A61Q 15/00
EP2822928A1	C07D 207/04
EP2838816A1	B65D 85/84
EP2838357A1	A01N 25/02
US20150037572A1	B32B 27/08
US20150025195A1	C08L 23/06
US20150065640A1	C09J 123/12
US20150065594A1	C08F 122/10
US8932572B2	NOT FOUND
US8927618B2	G02B 1/04
US8945694B2	C08L 61/00
US8940812B2	C08L 83/04
US8961889B2	B01J 19/08
US8957173B2	A61M 16/04
US8946375B2	C08G 18/10
US8947758B2	G02F 1/153
US8993651B2	A01N 25/10
US8993596B2	A61K 31/445
US8987403B2	C08G 77/06
US8981013B2	C08L 51/06
US8980780B2	B01J 38/48
WO2015000971A1	C08F 220/06
WO2015028654A1	A24D 1/22
WO2015023569A1	C08F 220/14
WO2015023914A1	C09D 5/02
EP1978047B1	C08G 18/63
EP2836519A1	C08F 2/22
EP2831194A2	C09K 8/44
EP2619300B1	C11D 3/22
EP2651980B1	NOT FOUND
EP2819752A1	A61Q 19/00
EP2824069A1	C01B 31/02
US20150004544A1	G03F 7/038
EP2851375A1	C08F 220/04
EP2844695A1	C08L 21/00
EP2850066A1	C07D 231/14
US20150033811A1	C05D 9/02
US20150005408A1	C09D 133/14
US20150030686A1	A61K 38/38
US20150011645A1	C07C 211/14
US20150060889A1	C09J 133/14
US20150038646A1	C08J 5/18
US20150041736A1	G02C 7/02
US20150044317A1	A61K 8/99
US20150045517A1	C08L 79/02
US20150047664A1	A61K 8/58
US20150045224A1	A01N 25/02
US20150079397A1	C09D 131/04
US8936784B2	A61K 45/00
US8927070B2	C09B 31/30
US8946260B2	A01N 43/42
US8957066B2	C07D 513/04
US8951259B2	A61B 17/16
WO2015038467A1	C08K 5/00
WO2015032726A1	C08F 14/00
WO2015002961A1	C08F 220/32
WO2015031246A1	C09J 123/26
WO2015013282A1	A61K 8/63
WO2015018431A1	A01N 43/56
EP2835128A1	A61K 6/00
EP2836495A1	C07D 513/04
EP2831253A1	C12P 7/40
EP2836296A1	B01J 19/00
EP2834311A1	C09D 127/06
EP2661423B1	C07C 233/18
EP2670743B1	NOT FOUND
EP2824155A1	C09J 133/00
EP2831011A1	C04B 24/00
EP2824123A1	C08F 210/00
EP2840093A1	C08F 4/38
EP2837656A1	C08F 212/10
EP2839284A1	G01N 33/542
EP2838946A1	C08K 5/07
US20150037394A1	A61K 47/08
US20150010754A1	C09J 133/10
US20150025193A1	C08F 2/26
US20150025194A1	C08F 251/00
US20150024216A1	C08L 27/20
US20150010967A1	C12P 7/62
US20150023914A1	C07F 11/00
US20150011455A1	C11D 3/20
US20150038634A1	A61K 6/891
US20150044481A1	H03K 17/96
US20150051603A1	A61K 6/083
US20150054944A1	A61B 5/00
US20150045719A1	A61N 5/06
US20150071973A1	C09C 3/00
US20150065746A1	C07C 309/20
US20150065601A1	C08K 3/28
US20150086491A1	C07D 495/20
US20150080520A1	C08L 33/02
US20150080488A1	C08G 18/32
US20150073084A1	C09D 133/08
US20150073091A1	C08F 2/10
US8937111B2	C08F 283/12
US8927075B2	B32B 1/00
US8962072B2	B05D 5/06
US8957163B2	C08F 283/06
US8992733B2	D21H 21/16
US8987329B2	A01N 37/00
WO2015038123A1	C09K 8/56
WO2015006144A1	A63B 37/00
EP1705226B1	B41M 5/26
EP2832786A1	C08L 27/18
EP2831226A1	C12N 9/18
EP2586799B1	C08F 2/44
EP2825595A1	C08L 63/10
EP2831032A1	C07C 69/54
EP2824156A1	C09J 201/00
EP2718385B1	C09J 133/00
US20150008365A1	C08F 4/34
US20150044490A1	C09J 133/14
US20150045748A1	A61K 9/70
US20150050226A1	A61K 8/67
US20150044610A1	G03F 7/004
US20150081034A1	A61F 2/28
US20150073090A1	C08L 25/06
US8932060B2	A61C 5/00
US8956634B2	A01P 17/00
US8957164B2	C09D 167/06
US8950854B2	C09D 11/00
US8952160B2	C07D 513/04
US8974816B2	A61K 9/70
US8969284B2	C11D 3/00
US8986746B2	A61K 33/40
US8987515B2	C07C 211/00
US8980155B2	NOT FOUND
WO2015040143A1	C04B 26/02
WO2015004175A1	C09J 133/00
WO2015026370A1	H01L 51/50
WO2015017775A2	A61K 35/12
EP2158263B1	B29C 71/04
EP2203509B1	C08G 63/91
EP1002847B1	NOT FOUND
EP2588514B1	C08G 81/02
EP2841270A1	B41C 1/05
EP2844700A1	C08L 83/04
EP2847265A1	C08L 21/00
EP2849777A1	A61K 38/48
US20150037573A1	B32B 27/08
US20150030550A1	A61K 8/60
US20150021201A1	C09J 133/26
US20150044451A1	C08L 33/10
US20150056554A1	G03F 7/027
US20150087863A1	C08F 4/00
US20150086647A1	A01N 59/00
US20150080510A1	C09K 3/18
US20150079788A1	C09G 1/02
US8936778B2	A61Q 11/00
US8932564B2	A61K 9/14
US8968887B2	H01L 51/54
US8945701B2	H01L 31/048
US8961700B2	B08B 3/04
US8957090B2	A61K 31/47
US8946354B2	C08C 19/14
US8987349B2	C08K 9/00
WO2015024848A1	C09K 11/06
WO2015016368A1	NOT FOUND
EP2342324B1	C12N 9/18
EP2218724B1	C07F 7/21
EP1660029B1	A61K 8/34
EP1674483B1	C08F 8/00
EP2833415A1	H01L 31/048
EP2669361B1	C11D 11/00
EP2657301B1	C08L 83/08
EP2823850A1	A61M 37/00
EP2843025A1	C09K 9/02
EP2841050A1	A61K 8/26
EP2842998A1	C08L 29/02
EP2851964A1	H01L 31/049
EP2845579A2	A61K 6/00
EP2847128A1	C01B 15/037
US20150032047A1	A61M 35/00
US20150024198A1	C09J 133/14
US20150030866A1	G02B 1/04
US20150020947A1	C09D 127/16
US20150011747A1	C07H 13/04
US20150024077A1	A61K 36/185
US20150024072A1	A61K 8/97
US20150010999A1	C12N 5/00
US20150057939A1	G06F 19/00
US20150042930A1	C09K 19/30
US20150040933A1	A61K 8/73
US20150054930A1	G06K 9/00
US20150050231A1	A61K 8/91
US20150072086A1	C09K 19/56
US20150080542A1	G01N 33/58
US8932714B2	A61K 9/14
US8956843B2	C12N 9/18
US8974902B2	B32B 27/00
US8992454B2	A61M 37/00
WO2015036414A1	C09D 133/14
WO2015036421A1	C09D 133/14
WO2015003638A1	C11D 1/22
WO2015018432A1	C07D 403/04
EP2476414B1	A61K 9/70
EP2159252B1	C08J 3/12
EP1330479B2	C08F 255/02
EP2831250A1	C12P 7/40
EP2831251A1	C12P 7/40
EP2501851B1	D06M 23/10
US20150010815A1	H01M 4/62
US20150045331A1	A61K 8/49
US20150087761A1	C08J 3/07
US20150083317A1	C09J 133/10
US8927185B2	G03G 9/09
US8962722B2	C08K 5/15
US8945516B2	NOT FOUND
US8945223B2	NOT FOUND
US8961859B2	B29C 67/00
US8986953B2	C12P 21/06
WO2015006147A1	A63B 37/00
EP2832749A1	C08B 3/12
EP2833743A1	A24D 1/22
EP2834313A1	C09J 4/00
EP2505608B1	C08L 51/04
EP2828344A1	C09D 7/43
EP2828302A1	C08F 2/01
EP2826840A1	C10M 101/02
EP2723565B1	B32B 27/08
EP2820052A1	C08F 8/30
EP2841502A2	C08L 75/14
EP2847167A1	C07D 209/88
EP2845492A1	A23G 1/22
US20150005101A1	C08K 3/22
US20150005413A1	C08L 63/00
US20150025608A1	H01B 7/04
US20150011335A1	B29C 43/18
US20150051556A1	A61L 29/14
US20150072292A1	G03F 7/039
US20150079303A1	C09J 7/20
US8937098B2	A61K 31/19
US8927643B2	C08L 9/00
US8926091B2	G02C 7/02
US8927042B1	A23J 1/09
US8952097B2	C08L 63/00
US8980925B2	A61K 31/444
USRE45435E1	NOT FOUND
WO2015006146A1	A63B 37/00
WO2015003812A1	A61K 6/00
WO2015011653A1	A61K 9/16
WO2015017414A1	C08J 9/00
WO2015019325A1	C07D 403/12
WO2015042059A1	C08J 3/11
WO2015042020A1	C08F 220/58
WO2015042592A2	C08J 9/04
EP2576694B1	NOT FOUND
EP2655514B1	C08L 67/02
EP2828345A1	C09D 133/12
US20150000049A1	A61K 8/41
EP2838949A1	C08K 5/3417
EP2850136A1	C09C 1/36
EP2845875A1	C08L 23/00
US20150037203A1	H01L 51/50
US20150011641A1	A01N 33/12
US20150064909A1	C08L 33/16
US20150041711A1	C07C 409/32
US20150038637A1	C08K 3/34
US20150051200A1	A61K 47/46
US20150051307A1	C09J 183/04
US20150087782A1	C08J 5/24
US20150065602A1	C09J 133/14
US20150080515A1	C08L 69/00
US20150079387A1	C09J 133/08
US20150079164A1	A61K 31/593
US8939577B2	G02C 7/00
US8933137B2	C08J 9/16
US8968874B2	B32B 5/16
US8940841B2	NOT FOUND
US8953925B2	G02B 6/00
US8993065B2	B05D 3/02
WO2015036844A1	A61Q 7/00
WO2015034977A1	A61K 6/00
WO2015040168A1	C08F 220/04
WO2015027055A1	A61M 35/00
WO2015023566A1	C08F 220/14
WO2015021150A1	C08K 5/14
WO2015014825A1	NOT FOUND
EP2364330B1	NOT FOUND
EP2379570B1	NOT FOUND
EP2024479B2	C11D 3/37
EP1598064B2	A61K 31/19
EP1722804B1	A61K 35/66
EP1639020B1	C08F 2/16
EP2832441A1	B01J 13/14
EP2499126B1	C07D 401/12
EP2513171B1	C08F 14/18
EP2655444B1	C08F 210/02
EP2828311A1	C08G 18/75
EP2697272B1	C08F 120/22
EP2709982B1	C07C 407/00
EP2841538A1	C10L 10/14
US20150030770A1	B65D 25/14
US20150024052A1	A61K 47/32
US20150057391A1	C08L 9/06
US20150064624A1	G03F 7/027
US20150044157A1	A61K 8/04
US20150038392A1	C11D 1/00
US20150056457A1	C08L 23/02
US20150051328A1	C08G 79/04
US20150080437A1	A61K 8/49
US20150080501A1	C04B 28/28
US20150073020A1	A61K 47/24
US20150073064A1	C08J 9/30
US8937112B2	C08F 6/16
US8927667B2	C08F 283/12
US8956725B2	B32B 5/16
US8952110B2	C09D 181/02
US8946325B2	C08K 5/42
US8993650B2	A61K 6/884
US8986847B2	B32B 27/00
US8975342B2	C08F 8/30
US8980814B2	NOT FOUND
WO2015000058A1	A61K 41/00
WO2015027057A1	A61M 35/00
WO2015042442A1	A01N 43/16
EP2114360B1	A61Q 5/12
EP2274378B1	C08L 33/14
EP1568727B1	C08F 2/44
EP1339382B1	A61K 8/72
EP2831170A1	C08L 33/12
EP2498298B1	C08F 255/04
EP2828369A1	C11D 1/75
EP2822978A1	C08F 210/02
EP2824122A1	C08F 210/00
EP2841407A1	C07C 29/147
EP2838811A1	C11D 3/50
US20150031846A1	C08F 220/06
US20150037574A1	C09J 7/29
US20150008455A1	H01L 33/62
US20150024488A1	A61K 48/00
US20150011671A1	C08F 283/12
